generation,genome,fitness
23,3.13279,0.841728
23,3.33887,3.21129
23,3.29326,3.07528
23,3.33887,3.21129
23,3.33887,3.21129
23,3.33887,3.21129
23,3.33887,3.21129
23,3.29326,3.07528
23,3.33887,3.21129
23,3.75843,1.11415
23,3.33887,3.21129
23,3.71683,0.940886
23,3.33887,3.21129
23,3.33887,3.21129
23,3.71161,0.92508
23,2.89963,-1.1482
23,3.33887,3.21129
23,3.33887,3.21129
23,3.33887,3.21129
23,3.33887,3.21129
23,3.33887,3.21129
23,3.33887,3.21129
23,3.03807,-0.65284
23,3.33887,3.21129
23,3.33887,3.21129
23,2.9214,-1.22679
23,3.7321,0.995742
23,3.33887,3.21129
23,3.33887,3.21129
23,3.33887,3.21129
23,3.33887,3.21129
23,3.33887,3.21129
23,3.03157,-0.728898
23,3.33887,3.21129
23,3.71314,0.929529
23,2.84332,-0.740292
23,3.33887,3.21129
23,3.33887,3.21129
23,3.18783,1.81121
23,3.76453,1.14469
23,3.33887,3.21129
23,3.33887,3.21129
23,3.33887,3.21129
23,3.64849,0.886042
23,3.58677,1.16696
24,2.93173,-1.24519
24,3.33887,3.21129
24,3.33887,3.21129
24,3.6062,1.04393
24,3.33887,3.21129
24,3.33887,3.21129
24,3.33887,3.21129
24,3.33887,3.21129
24,3.33887,3.21129
24,3.81251,1.39715
24,2.89479,-1.12383
24,3.33887,3.21129
24,3.33887,3.21129
24,3.33887,3.21129
24,3.33887,3.21129
24,3.33887,3.21129
24,3.33887,3.21129
24,3.25355,2.73801
24,3.33887,3.21129
24,3.59115,1.1366
24,3.33887,3.21129
24,3.33887,3.21129
24,3.33887,3.21129
24,3.23197,2.47743
24,3.33887,3.21129
24,3.33887,3.21129
24,3.00163,-1.01595
24,3.71161,0.92508
24,3.71314,0.929529
24,3.33887,3.21129
24,3.33887,3.21129
24,3.81401,1.40485
24,3.33887,3.21129
24,3.33887,3.21129
24,3.33887,3.21129
24,3.23314,2.49277
24,2.87049,-0.968348
24,3.64116,0.902343
24,3.33887,3.21129
24,3.33887,3.21129
24,3.06452,-0.299262
24,3.33887,3.21129
24,3.2291,2.43916
24,3.29766,3.10029
24,3.22618,2.39937
24,3.33887,3.21129
24,3.33887,3.21129
24,3.33887,3.21129
24,3.33887,3.21129
24,3.82732,1.47075
25,3.33887,3.21129
25,3.33887,3.21129
25,3.33887,3.21129
25,3.33887,3.21129
25,3.76607,1.15253
25,3.77201,1.18319
25,3.33887,3.21129
25,3.33887,3.21129
25,3.23197,2.47743
25,3.33887,3.21129
25,3.33887,3.21129
25,3.33887,3.21129
25,3.33887,3.21129
25,3.33887,3.21129
25,3.33887,3.21129
25,3.33887,3.21129
25,3.33887,3.21129
25,3.33887,3.21129
25,3.33887,3.21129
25,3.33887,3.21129
25,3.33887,3.21129
25,2.91223,-1.20007
25,3.33887,3.21129
25,3.29766,3.10029
25,3.33887,3.21129
25,2.88664,-1.07767
25,3.29766,3.10029
25,3.33887,3.21129
25,3.56715,1.32024
25,3.33887,3.21129
25,3.25355,2.73801
25,2.88276,-1.05349
25,3.33887,3.21129
25,3.76228,1.13335
25,3.33887,3.21129
25,3.33887,3.21129
25,3.33887,3.21129
25,3.29766,3.10029
25,3.25355,2.73801
25,3.33887,3.21129
25,3.33887,3.21129
25,3.56192,1.36558
25,3.33887,3.21129
25,3.31832,3.18387
25,3.33887,3.21129
25,3.11767,0.571973
25,3.20459,2.08181
25,3.82732,1.47075
25,3.33887,3.21129
25,3.33887,3.21129
26,3.43172,2.73
26,3.33887,3.21129
26,3.1753,1.5984
26,3.33887,3.21129
26,3.72251,0.959851
26,3.33887,3.21129
26,3.33887,3.21129
26,3.04876,-0.518105
26,3.25214,2.72259
26,3.33887,3.21129
26,3.33887,3.21129
26,3.33887,3.21129
26,3.33887,3.21129
26,3.33887,3.21129
26,3.09978,0.261304
26,3.33887,3.21129
26,3.33887,3.21129
26,2.91535,-1.21022
26,3.33887,3.21129
26,3.181,1.69624
26,3.33887,3.21129
26,3.05241,-0.469588
26,3.13572,0.894284
26,3.33887,3.21129
26,3.33887,3.21129
26,3.33887,3.21129
26,3.33887,3.21129
26,3.33887,3.21129
26,3.15514,1.2433
26,3.33887,3.21129
26,3.33887,3.21129
26,3.31832,3.18387
26,3.33887,3.21129
26,3.33887,3.21129
26,3.33887,3.21129
26,3.33887,3.21129
26,3.33887,3.21129
26,3.33887,3.21129
26,3.33887,3.21129
26,3.33887,3.21129
26,3.35013,3.20329
26,3.57116,1.28671
26,3.58261,1.19712
26,3.33887,3.21129
26,3.62175,0.967963
26,3.29766,3.10029
26,3.33794,3.21123
26,3.33887,3.21129
26,3.20934,2.15503
26,3.33887,3.21129
27,3.35323,3.19832
27,3.33887,3.21129
27,3.33887,3.21129
27,3.29514,3.0863
27,3.33887,3.21129
27,3.33887,3.21129
27,2.89778,-1.13913
27,3.33887,3.21129
27,3.33887,3.21129
27,3.33887,3.21129
27,3.33794,3.21123
27,3.33887,3.21129
27,3.33794,3.21123
27,3.33887,3.21129
27,3.3294,3.20548
27,3.33887,3.21129
27,3.71414,0.932532
27,3.33887,3.21129
27,3.44032,2.64753
27,3.33887,3.21129
27,3.79097,1.28368
27,3.33887,3.21129
27,3.33887,3.21129
27,3.33887,3.21129
27,3.29235,3.06977
27,3.33887,3.21129
27,3.33887,3.21129
27,3.33887,3.21129
27,3.33887,3.21129
27,3.33887,3.21129
27,3.33887,3.21129
27,3.33887,3.21129
27,2.93959,-1.25054
27,2.934,-1.24752
27,3.33887,3.21129
27,3.33887,3.21129
27,3.33887,3.21129
27,3.33887,3.21129
27,3.62179,0.96779
27,3.33887,3.21129
27,3.33887,3.21129
27,3.33887,3.21129
27,3.33887,3.21129
27,3.33887,3.21129
27,3.48978,2.11635
27,3.33887,3.21129
27,3.33887,3.21129
27,3.20934,2.15503
27,3.33887,3.21129
27,3.33887,3.21129
28,3.33887,3.21129
28,2.89376,-1.11836
28,3.33887,3.21129
28,3.33794,3.21123
28,3.45103,2.53925
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.81585,1.41418
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.21954,2.3059
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.48978,2.11635
28,3.33887,3.21129
28,3.09898,0.247746
28,3.55401,1.43732
28,3.29514,3.0863
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.74149,1.03499
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.33887,3.21129
28,3.64966,0.88387
28,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,2.87837,-1.02451
29,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,3.60701,1.03947
29,3.69178,0.880741
29,3.33887,3.21129
29,3.33887,3.21129
29,2.96727,-1.20734
29,3.18457,1.75666
29,3.33887,3.21129
29,3.33887,3.21129
29,2.95158,-1.24387
29,3.03513,-0.687749
29,3.33887,3.21129
29,3.33887,3.21129
29,3.61251,1.01063
29,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,3.36113,3.18033
29,2.92006,-1.2235
29,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,3.64857,0.885885
29,3.33887,3.21129
29,3.73757,1.01814
29,3.33887,3.21129
29,3.33887,3.21129
29,3.28937,3.05103
29,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,3.33887,3.21129
29,3.34392,3.20968
29,3.33887,3.21129
30,3.33887,3.21129
30,3.30409,3.13234
30,3.33887,3.21129
30,3.33887,3.21129
30,3.33887,3.21129
30,3.33887,3.21129
30,3.33887,3.21129
30,3.33887,3.21129
30,3.33887,3.21129
30,3.26583,2.86306
30,3.33887,3.21129
30,3.33887,3.21129
30,3.13523,0.885585
30,3.33887,3.21129
30,3.33887,3.21129
30,2.90895,-1.18818
30,3.33887,3.21129
30,3.46049,2.43957
30,3.33887,3.21129
30,3.33887,3.21129
30,3.60475,1.05209
30,3.31389,3.17071
30,3.33887,3.21129
30,3.51417,1.84508
30,3.33887,3.21129
30,3.33887,3.21129
30,3.33887,3.21129
30,3.33887,3.21129
30,3.33887,3.21129
30,3.33887,3.21129
30,2.97688,-1.16921
30,3.33887,3.21129
30,3.33887,3.21129
30,3.33887,3.21129
30,3.14704,1.09796
30,3.39334,3.03354
30,3.33887,3.21129
30,3.33887,3.21129
30,3.33887,3.21129
30,3.33887,3.21129
30,3.33887,3.21129
30,3.52683,1.70878
30,3.33887,3.21129
30,3.33887,3.21129
30,2.97164,-1.1915
30,3.72494,0.968525
30,3.4633,2.40933
30,3.33887,3.21129
30,3.33887,3.21129
30,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,2.84783,-0.781382
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.53475,1.62629
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.43299,2.71809
31,3.33887,3.21129
31,3.33887,3.21129
31,2.95491,-1.23876
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.33887,3.21129
31,3.64914,0.884816
31,3.7933,1.29611
31,3.33887,3.21129
31,3.33887,3.21129
31,3.26027,2.80861
31,3.33887,3.21129
31,3.33887,3.21129
31,3.02359,-0.815673
31,3.3401,3.21119
31,3.33887,3.21129
31,3.33887,3.21129
31,3.53798,1.59334
31,3.33887,3.21129
32,3.33887,3.21129
32,3.4756,2.27459
32,3.33887,3.21129
32,3.65554,0.874718
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,2.97358,-1.18367
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,2.88341,-1.05763
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.14882,1.12996
32,3.33887,3.21129
32,2.95151,-1.24396
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.15625,1.2631
32,3.33887,3.21129
32,2.95027,-1.24548
32,3.33887,3.21129
32,3.33887,3.21129
32,3.33887,3.21129
32,3.6739,0.864758
32,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.57457,1.25909
33,3.33887,3.21129
33,3.41239,2.89778
33,3.33887,3.21129
33,3.3229,3.19476
33,3.33887,3.21129
33,3.33887,3.21129
33,2.96363,-1.21866
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.42035,2.83194
33,3.42144,2.82262
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.30921,3.15395
33,3.07439,-0.151282
33,3.33887,3.21129
33,3.33887,3.21129
33,3.11699,0.559842
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,2.95272,-1.24229
33,2.99205,-1.08457
33,3.33887,3.21129
33,3.33887,3.21129
33,3.33887,3.21129
33,2.99646,-1.05445
33,3.4897,2.11721
33,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.24543,2.64586
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33538,3.2105
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.38745,3.06862
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.06378,-0.31
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,2.92438,-1.23341
34,3.33887,3.21129
34,3.33887,3.21129
34,2.96949,-1.19961
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.33887,3.21129
34,3.42144,2.82262
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.74315,1.0423
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.09974,0.260543
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.10912,0.421947
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.44336,2.61731
35,3.33887,3.21129
35,3.33887,3.21129
35,3.65994,0.869795
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.01563,-0.89499
35,3.05477,-0.437357
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
35,3.33887,3.21129
36,3.33887,3.21129
36,3.33887,3.21129
36,3.33887,3.21129
36,3.33887,3.21129
36,3.33887,3.21129
36,3.33887,3.21129
36,3.2087,2.14522
36,3.58867,1.1536
36,3.10861,0.413024
36,3.20992,2.16381
36,3.33887,3.21129
36,3.50828,1.9099
36,3.33887,3.21129
36,3.33887,3.21129
36,3.48625,2.15588
36,3.33887,3.21129
36,3.33887,3.21129
36,3.33887,3.21129
36,3.33887,3.21129
36,3.33887,3.21129
36,2.91876,-1.22007
36,3.33887,3.21129
36,3.33887,3.21129
36,3.33887,3.21129
36,3.33887,3.21129
36,3.51396,1.84735
36,3.33887,3.21129
36,3.15816,1.29718
36,3.54306,1.54254
36,3.33887,3.21129
36,3.33015,3.20636
36,3.33887,3.21129
36,3.0515,-0.481785
36,3.33887,3.21129
36,3.33887,3.21129
36,3.33887,3.21129
36,3.33887,3.21129
36,2.92022,-1.22388
36,3.33887,3.21129
36,3.33887,3.21129
36,3.33887,3.21129
36,3.33887,3.21129
36,3.53379,1.63615
36,3.33887,3.21129
36,3.33887,3.21129
36,3.33887,3.21129
36,3.33887,3.21129
36,3.54262,1.54687
36,3.33887,3.21129
36,3.33887,3.21129
37,3.33887,3.21129
37,3.83233,1.49433
37,3.33887,3.21129
37,3.65689,0.87304
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.48073,2.21761
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.68925,0.877027
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.18566,1.77487
37,3.33887,3.21129
37,3.06664,-0.268108
37,3.33887,3.21129
37,3.49691,2.03642
37,3.33887,3.21129
37,3.76945,1.16988
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.81329,1.40113
37,3.47487,2.28272
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.407,2.93944
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.10861,0.413024
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
37,3.33887,3.21129
38,3.33887,3.21129
38,3.18655,1.7898
38,3.33887,3.21129
38,3.33887,3.21129
38,3.66138,0.868533
38,3.33887,3.21129
38,3.33887,3.21129
38,3.13111,0.811528
38,3.33887,3.21129
38,3.14249,1.01613
38,3.36821,3.15793
38,3.33887,3.21129
38,3.08188,-0.0338711
38,3.01704,-0.881478
38,3.33887,3.21129
38,3.33887,3.21129
38,2.86644,-0.937601
38,3.33887,3.21129
38,3.33887,3.21129
38,3.33887,3.21129
38,3.18626,1.78499
38,3.33887,3.21129
38,3.00334,-1.00251
38,3.33887,3.21129
38,3.33887,3.21129
38,3.33887,3.21129
38,3.33887,3.21129
38,3.33887,3.21129
38,3.33887,3.21129
38,3.33887,3.21129
38,3.05197,-0.475513
38,3.33887,3.21129
38,3.33887,3.21129
38,3.33887,3.21129
38,3.11755,0.569846
38,3.33887,3.21129
38,3.33887,3.21129
38,3.14545,1.06933
38,2.85759,-0.866135
38,3.33887,3.21129
38,3.62915,0.93909
38,3.33887,3.21129
38,3.33887,3.21129
38,3.33887,3.21129
38,3.33887,3.21129
38,3.33887,3.21129
38,3.33887,3.21129
38,3.33887,3.21129
38,3.33887,3.21129
38,3.33887,3.21129
39,3.33887,3.21129
39,3.49497,2.05818
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,2.92645,-1.23737
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.36821,3.15793
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.07515,-0.139442
39,3.64317,0.897408
39,3.33887,3.21129
39,3.33887,3.21129
39,2.91741,-1.21634
39,3.7377,1.01867
39,3.33887,3.21129
39,3.33887,3.21129
39,3.1383,0.940783
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.62915,0.93909
39,3.46055,2.43886
39,3.33887,3.21129
39,3.33887,3.21129
39,3.64468,0.893941
39,3.02556,-0.794997
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
39,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.48279,2.19454
40,3.33887,3.21129
40,3.33887,3.21129
40,3.48299,2.19232
40,3.33887,3.21129
40,3.38279,3.09392
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.09603,0.19795
40,3.33887,3.21129
40,3.54297,1.54345
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.56058,1.37749
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,2.8926,-1.11207
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.37448,3.13329
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
40,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.63871,0.908815
41,3.33887,3.21129
41,2.91827,-1.21873
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.03958,-0.634505
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,2.85224,-0.820387
41,3.15867,1.30618
41,3.33887,3.21129
41,3.33887,3.21129
41,3.35842,3.18734
41,2.97375,-1.18295
41,3.33887,3.21129
41,3.58738,1.16263
41,3.33887,3.21129
41,3.50033,1.99825
41,3.33887,3.21129
41,3.33887,3.21129
41,3.37474,3.13215
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.44011,2.64958
41,3.00742,-0.968825
41,3.33887,3.21129
41,2.9842,-1.1321
41,3.37448,3.13329
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
41,3.33887,3.21129
42,3.33887,3.21129
42,3.51815,1.80177
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.77965,1.22334
42,3.33887,3.21129
42,3.33887,3.21129
42,3.78041,1.22738
42,3.33426,3.20991
42,3.33887,3.21129
42,3.11015,0.43984
42,3.33887,3.21129
42,3.33887,3.21129
42,3.72631,0.973531
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,2.8885,-1.08877
42,3.24882,2.6853
42,3.6224,0.965268
42,3.39149,3.04495
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.79674,1.31447
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
42,3.4017,2.97794
42,3.33887,3.21129
42,3.33887,3.21129
42,3.33887,3.21129
43,3.18807,1.81519
43,3.33887,3.21129
43,3.26499,2.85503
43,3.33887,3.21129
43,3.33887,3.21129
43,2.97046,-1.19602
43,3.33887,3.21129
43,3.33887,3.21129
43,3.1667,1.44844
43,3.33887,3.21129
43,3.33887,3.21129
43,3.33887,3.21129
43,3.33887,3.21129
43,3.33887,3.21129
43,3.33887,3.21129
43,3.33887,3.21129
43,3.33887,3.21129
43,3.33887,3.21129
43,3.33887,3.21129
43,3.33887,3.21129
43,3.33887,3.21129
43,3.33887,3.21129
43,3.00006,-1.02802
43,3.33887,3.21129
43,3.33887,3.21129
43,3.33887,3.21129
43,3.33887,3.21129
43,3.43826,2.66766
43,3.33887,3.21129
43,3.306,3.14082
43,3.33887,3.21129
43,3.33887,3.21129
43,3.19644,1.95252
43,3.33887,3.21129
43,2.89411,-1.12024
43,3.33887,3.21129
43,3.33887,3.21129
43,3.33887,3.21129
43,3.3245,3.19791
43,3.33887,3.21129
43,3.1902,1.8506
43,3.33887,3.21129
43,3.30856,3.15141
43,2.83939,-0.703662
43,3.33887,3.21129
43,3.33887,3.21129
43,3.33887,3.21129
43,3.7694,1.16963
43,3.33887,3.21129
43,3.52942,1.68155
44,3.33887,3.21129
44,3.33887,3.21129
44,2.9428,-1.25053
44,3.33887,3.21129
44,3.33887,3.21129
44,3.33887,3.21129
44,3.33887,3.21129
44,3.33887,3.21129
44,3.67059,0.864517
44,3.33887,3.21129
44,3.33887,3.21129
44,3.33887,3.21129
44,2.95988,-1.22852
44,3.33887,3.21129
44,3.30051,3.1152
44,3.16668,1.44812
44,3.33887,3.21129
44,3.33887,3.21129
44,3.33887,3.21129
44,3.33887,3.21129
44,3.33887,3.21129
44,3.50708,1.92316
44,3.33887,3.21129
44,3.04918,-0.512672
44,3.56135,1.37068
44,3.33887,3.21129
44,3.32014,3.18852
44,2.87285,-0.985718
44,3.33887,3.21129
44,3.22676,2.40736
44,3.33887,3.21129
44,3.68758,0.874819
44,3.30856,3.15141
44,3.33887,3.21129
44,3.41768,2.85463
44,3.33887,3.21129
44,3.33887,3.21129
44,3.22402,2.36939
44,3.33887,3.21129
44,3.33887,3.21129
44,3.33887,3.21129
44,3.63362,0.923956
44,3.33887,3.21129
44,3.33887,3.21129
44,3.33887,3.21129
44,3.33887,3.21129
44,3.54618,1.51194
44,3.33887,3.21129
44,3.69108,0.87966
44,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.30856,3.15141
45,3.33887,3.21129
45,3.25367,2.73933
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.34748,3.20661
45,3.65762,0.872194
45,3.33887,3.21129
45,3.33887,3.21129
45,3.58599,1.17252
45,3.33887,3.21129
45,3.33887,3.21129
45,3.82363,1.45292
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,2.95041,-1.24532
45,3.30243,3.12458
45,3.33887,3.21129
45,3.30847,3.15105
45,3.33887,3.21129
45,3.33887,3.21129
45,3.67213,0.86452
45,3.3729,3.13992
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.33887,3.21129
45,3.19235,1.88589
45,3.33887,3.21129
45,3.6485,0.886029
46,3.33887,3.21129
46,3.33887,3.21129
46,3.33887,3.21129
46,3.33887,3.21129
46,3.33887,3.21129
46,3.33887,3.21129
46,3.33887,3.21129
46,3.33887,3.21129
46,3.47971,2.22895
46,3.33887,3.21129
46,3.33887,3.21129
46,3.56308,1.3554
46,3.33887,3.21129
46,3.33887,3.21129
